nb_drones: 30

# ── HUBS ──
hub: start_Theodor_Heuss_Stra_e 51124 544848 [color=blue max_drones=5]
hub: J_rg_Ratgeb_Platz 51512 544835 [zone=normal color=blue max_drones=2]
hub: J_rg_Ratgeb_Platz_2 51513 544841 [zone=normal color=blue max_drones=2]
hub: Stockportstra_e_2 51513 544850 [zone=normal color=blue max_drones=2]
hub: J_rg_Ratgeb_Platz_3 51517 544836 [zone=normal color=blue max_drones=2]
hub: Horkheimer_Stra_e_13 51327 544875 [zone=normal color=blue max_drones=2]
hub: Horkheimer_Stra_e_14 51322 544867 [zone=normal color=blue max_drones=2]
hub: Heuholzer_Weg 51769 544523 [zone=normal color=blue max_drones=2]
hub: Heidelberger_Stra_e_23 51323 544544 [zone=normal color=blue max_drones=2]
hub: Latzel_ckerweg_2 51251 544953 [zone=normal color=blue max_drones=2]
hub: Eichh_user_Stra_e 50807 544099 [zone=normal color=blue max_drones=2]
start_hub: Schlossstra_e_9 50657 543989 [zone=normal color=green max_drones=10]
hub: Schongauerstra_e 51476 544340 [zone=normal color=blue max_drones=2]
hub: Breslauer_Stra_e_2 51450 544363 [zone=normal color=blue max_drones=2]
hub: Sudetenstra_e 51446 544354 [zone=normal color=blue max_drones=2]
hub: Elbinger_Stra_e 51470 544404 [zone=normal color=blue max_drones=2]
hub: Elbinger_Stra_e_2 51457 544402 [zone=normal color=blue max_drones=2]
hub: Elbinger_Stra_e_3 51451 544404 [zone=normal color=blue max_drones=2]
hub: Marienburger_Stra_e 51433 544407 [zone=normal color=blue max_drones=2]
hub: Marienburger_Stra_e_2 51442 544420 [zone=normal color=blue max_drones=2]
hub: Marienburger_Stra_e_3 51433 544405 [zone=normal color=blue max_drones=2]
hub: Mittelstra_e 51465 544313 [zone=normal color=blue max_drones=2]
hub: Weberstra_e 51429 544358 [zone=normal color=blue max_drones=2]
hub: Nordheimer_Weg 51408 544357 [zone=normal color=blue max_drones=2]
hub: Nordheimer_Weg_2 51421 544348 [zone=normal color=blue max_drones=2]
hub: Nordheimer_Weg_3 51436 544330 [zone=normal color=blue max_drones=2]
hub: Siedlungsweg 51429 544329 [zone=normal color=blue max_drones=2]
hub: Siedlungsweg_2 51418 544330 [zone=normal color=blue max_drones=2]
hub: Melanchthonweg_3 51408 544338 [zone=normal color=blue max_drones=2]
hub: Weberstra_e_2 51430 544359 [zone=normal color=blue max_drones=2]
hub: Falterhecklesweg 51396 544269 [zone=normal color=blue max_drones=2]
hub: Falterhecklesweg_2 51397 544276 [zone=normal color=blue max_drones=2]
hub: Falterhecklesweg_3 51390 544269 [zone=normal color=blue max_drones=2]
hub: Falterhecklesweg_4 51397 544281 [zone=normal color=blue max_drones=2]
hub: Biberacher_Stra_e 51369 544277 [zone=normal color=blue max_drones=2]
hub: L_nderlesstra_e_3 51401 544293 [zone=normal color=blue max_drones=2]
hub: L_nderlesstra_e_4 51397 544293 [zone=normal color=blue max_drones=2]
hub: Binderweg 51402 544296 [zone=normal color=blue max_drones=2]
hub: L_nderlesstra_e_5 51389 544293 [zone=normal color=blue max_drones=2]
hub: L_nderlesstra_e_6 51369 544293 [zone=normal color=blue max_drones=2]
hub: L_nderlesstra_e_7 51375 544293 [zone=normal color=blue max_drones=2]
hub: L_nderlesstra_e_8 51362 544292 [zone=normal color=blue max_drones=2]
hub: Theodor_K_rner_Stra_e_2 51418 544294 [zone=normal color=blue max_drones=2]
hub: Ludwigstra_e 51410 544298 [zone=normal color=blue max_drones=2]
hub: Frankenbacher_Stra_e_10 51426 544299 [zone=normal color=blue max_drones=5]
hub: Ludwigstra_e_2 51404 544301 [zone=normal color=blue max_drones=2]
hub: Haigernstra_e 51390 544305 [zone=normal color=blue max_drones=2]
hub: Ludwigstra_e_3 51377 544310 [zone=normal color=blue max_drones=2]
hub: Ludwigstra_e_4 51376 544315 [zone=normal color=blue max_drones=2]
hub: Hermann_L_ns_Stra_e 51376 544306 [zone=normal color=blue max_drones=2]
hub: Frankenbacher_Stra_e_11 51377 544316 [zone=normal color=blue max_drones=5]
hub: Leonhard_Frank_Stra_e 51359 544309 [zone=normal color=blue max_drones=2]
hub: Hermann_L_ns_Stra_e_2 51376 544300 [zone=normal color=blue max_drones=2]
hub: Haigernstra_e_2 51389 544299 [zone=normal color=blue max_drones=2]
hub: Friedrich_von_Schaal_Stra_e 51352 544303 [zone=normal color=blue max_drones=2]
hub: Lilienthalstra_e 51103 544066 [zone=normal color=blue max_drones=2]
hub: Lilienthalstra_e_2 51107 544068 [zone=normal color=blue max_drones=2]
hub: Felix_Wankel_Stra_e 51097 544074 [zone=normal color=blue max_drones=2]
hub: Lilienthalstra_e_3 51089 544043 [zone=normal color=blue max_drones=2]
hub: Heisenbergstra_e 51083 544049 [zone=normal color=blue max_drones=2]
hub: Otto_Hahn_Stra_e 51090 544076 [zone=normal color=blue max_drones=2]
hub: Panoramastra_e 51062 544016 [zone=normal color=blue max_drones=2]
hub: Talweg 51060 544019 [zone=normal color=blue max_drones=2]
hub: Panoramastra_e_2 51056 544010 [zone=normal color=blue max_drones=2]
hub: Panoramastra_e_3 51075 544021 [zone=normal color=blue max_drones=2]
hub: Bibersteige_2 51063 544002 [zone=normal color=blue max_drones=2]
hub: Bonfelder_Stra_e_7 51000 543964 [zone=normal color=blue max_drones=2]
hub: Bonfelder_Stra_e_8 51003 543969 [zone=normal color=blue max_drones=2]
hub: Wilhelm_Flinspach_Stra_e 50995 543968 [zone=normal color=blue max_drones=2]
hub: Wilhelm_Flinspach_Stra_e_2 50994 543979 [zone=normal color=blue max_drones=2]
hub: Brunnenstra_e_2 50970 544009 [zone=normal color=blue max_drones=2]
hub: Ziegeleistra_e_3 51019 544029 [zone=normal color=blue max_drones=2]
hub: Ziegeleistra_e_4 51018 544029 [zone=normal color=blue max_drones=2]
hub: Kehrh_ttenstra_e 50995 544039 [zone=normal color=blue max_drones=2]
hub: Heinrich_Senghaas_Stra_e 51009 544030 [zone=normal color=blue max_drones=2]
hub: Kehrh_ttenstra_e_2 50996 544043 [zone=normal color=blue max_drones=2]
hub: Kehrh_ttenstra_e_3 51000 544025 [zone=normal color=blue max_drones=2]
hub: Ziegeleistra_e_5 50989 544039 [zone=normal color=blue max_drones=2]
hub: Weirachstra_e_5 51011 544046 [zone=normal color=blue max_drones=2]
hub: Kirchstra_e 51233 544414 [zone=normal color=blue max_drones=2]
hub: Keltenstra_e 51340 544886 [zone=normal color=blue max_drones=2]
hub: Keltenstra_e_2 51340 544888 [zone=normal color=blue max_drones=2]
hub: 1502266744 51466 544117 [zone=normal color=blue max_drones=10]
hub: Neckartalstra_e_34 51470 544113 [zone=normal color=blue max_drones=10]
hub: Martin_Niem_ller_Stra_e 51357 544676 [zone=normal color=blue max_drones=2]
hub: Rampachertal_9 51806 544578 [zone=normal color=blue max_drones=2]
hub: Hegelmaierstra_e_2 51829 544561 [zone=normal color=blue max_drones=2]
hub: Grimmelshausenstra_e_2 51575 544772 [zone=normal color=blue max_drones=2]
hub: Grimmelshausenstra_e_3 51561 544767 [zone=normal color=blue max_drones=2]
hub: Hauffstra_e_6 51551 544762 [zone=normal color=blue max_drones=2]
hub: L_mlinstra_e_5 51213 544610 [zone=normal color=blue max_drones=2]
hub: Reinerstra_e_3 51219 544586 [zone=normal color=blue max_drones=2]
hub: Schulstra_e_2 51286 544428 [zone=normal color=blue max_drones=2]
hub: Saarbr_ckener_Stra_e_7 51278 544439 [zone=normal color=blue max_drones=10]
hub: Brechhausstra_e_2 51279 544446 [zone=normal color=blue max_drones=2]
hub: Brechhausstra_e_3 51278 544452 [zone=normal color=blue max_drones=2]
hub: Im_Kehle 51270 544445 [zone=normal color=blue max_drones=2]
hub: Sudetenstra_e_2 51446 544353 [zone=normal color=blue max_drones=2]
hub: Starnberger_Stra_e 51211 544367 [zone=normal color=blue max_drones=2]
hub: M_nchener_Stra_e 51214 544361 [zone=normal color=blue max_drones=2]
hub: M_nchener_Stra_e_2 51249 544383 [zone=normal color=blue max_drones=2]
hub: Speyerer_Stra_e_4 51260 544384 [zone=normal color=blue max_drones=10]
hub: M_nchener_Stra_e_3 51247 544381 [zone=normal color=blue max_drones=2]
hub: Panoramaweg 51242 544386 [zone=normal color=blue max_drones=2]
hub: Aiblinger_Stra_e 51238 544372 [zone=normal color=blue max_drones=2]
hub: M_nchener_Stra_e_4 51236 544370 [zone=normal color=blue max_drones=2]
hub: Rosenheimer_Stra_e 51223 544355 [zone=normal color=blue max_drones=2]
hub: M_nchener_Stra_e_5 51223 544364 [zone=normal color=blue max_drones=2]
hub: M_nchener_Stra_e_6 51218 544362 [zone=normal color=blue max_drones=2]
hub: Panoramaweg_2 51232 544377 [zone=normal color=blue max_drones=2]
hub: Rosenheimer_Stra_e_2 51224 544352 [zone=normal color=blue max_drones=2]
hub: Panoramaweg_3 51243 544388 [zone=normal color=blue max_drones=2]
hub: Carl_Zeiss_Stra_e_3 50916 544163 [zone=normal color=blue max_drones=2]
hub: Attich_ckerstra_e 50900 544128 [zone=normal color=blue max_drones=2]
hub: Annalindestra_e 50883 544146 [zone=normal color=blue max_drones=2]
hub: Attich_ckerstra_e_2 50891 544124 [zone=normal color=blue max_drones=2]
hub: Paul_Gerhardt_Stra_e 50861 544124 [zone=normal color=blue max_drones=2]
hub: Paul_Gerhardt_Stra_e_2 50863 544121 [zone=normal color=blue max_drones=2]
hub: Deutschritterstra_e_2 50852 544122 [zone=normal color=blue max_drones=2]
hub: Paul_Gerhardt_Stra_e_3 50860 544129 [zone=normal color=blue max_drones=2]
hub: Annalindestra_e_2 50858 544138 [zone=normal color=blue max_drones=2]
hub: Annalindestra_e_3 50880 544145 [zone=normal color=blue max_drones=2]
hub: Annalindestra_e_4 50849 544134 [zone=normal color=blue max_drones=2]
hub: Wendelinstra_e 50887 544133 [zone=normal color=blue max_drones=2]
hub: Kehrh_ttenstra_e_4 51005 544022 [zone=normal color=blue max_drones=2]
hub: Kehrh_ttenstra_e_5 51003 544029 [zone=normal color=blue max_drones=2]
hub: Michael_Vehe_Stra_e_2 51014 544074 [zone=normal color=blue max_drones=2]
hub: Heisenbergstra_e_2 51073 544042 [zone=normal color=blue max_drones=2]
hub: Mergenthalerstra_e 51088 544045 [zone=normal color=blue max_drones=2]
hub: Mittnachtstra_e 51076 544037 [zone=normal color=blue max_drones=2]
hub: Lilienthalstra_e_4 51078 544034 [zone=normal color=blue max_drones=2]
hub: Uhlandstra_e_7 51622 544699 [zone=normal color=blue max_drones=2]
hub: Finkenbergstra_e_5 51065 543957 [zone=normal color=blue max_drones=2]
hub: Franz_Leh_r_Stra_e 51083 543949 [zone=normal color=blue max_drones=2]
hub: Franz_Leh_r_Stra_e_2 51096 543937 [zone=normal color=blue max_drones=2]
hub: Franz_Leh_r_Stra_e_3 51093 543940 [zone=normal color=blue max_drones=2]
hub: Johann_Strau_Stra_e 51087 543954 [zone=normal color=blue max_drones=2]
hub: Johann_Strau_Stra_e_2 51092 543955 [zone=normal color=blue max_drones=2]
hub: Verdistra_e 51115 543949 [zone=normal color=blue max_drones=2]
hub: Max_Reger_Stra_e 51124 543951 [zone=normal color=blue max_drones=2]
hub: Max_Reger_Stra_e_2 51126 543949 [zone=normal color=blue max_drones=2]
hub: Verdistra_e_2 51130 543956 [zone=normal color=blue max_drones=2]
hub: Max_Reger_Stra_e_3 51120 543958 [zone=normal color=blue max_drones=2]
hub: Schumannstra_e 51128 543963 [zone=normal color=blue max_drones=2]
hub: Verdistra_e_3 51137 543962 [zone=normal color=blue max_drones=2]
hub: Schumannstra_e_2 51120 543969 [zone=normal color=blue max_drones=2]
hub: Brahmsstra_e_2 51113 543968 [zone=normal color=blue max_drones=2]
hub: Schumannstra_e_3 51127 543966 [zone=normal color=blue max_drones=2]
hub: Iltisweg 51123 543974 [zone=normal color=blue max_drones=2]
hub: Brahmsstra_e_3 51109 543977 [zone=normal color=blue max_drones=2]
hub: Brahmsstra_e_4 51110 543962 [zone=normal color=blue max_drones=2]
hub: Marderweg 51132 543968 [zone=normal color=blue max_drones=2]
hub: Brahmsstra_e_5 51118 543945 [zone=normal color=blue max_drones=2]
hub: Brahmsstra_e_6 51112 543959 [zone=normal color=blue max_drones=2]
hub: Orffstra_e 51102 543970 [zone=normal color=blue max_drones=2]
hub: Wieselweg 51117 543979 [zone=normal color=blue max_drones=2]
hub: Fuchsweg 51100 543989 [zone=normal color=blue max_drones=2]
hub: Panoramastra_e_4 51091 544025 [zone=normal color=blue max_drones=2]
hub: Hahnen_ckerstra_e_4 51102 544003 [zone=normal color=blue max_drones=2]
hub: Joseph_Lanner_Stra_e 51094 543954 [zone=normal color=blue max_drones=2]
hub: Joseph_Lanner_Stra_e_2 51099 543948 [zone=normal color=blue max_drones=2]
hub: Bussardstra_e 51077 544015 [zone=normal color=blue max_drones=2]
hub: Habichtstra_e 51088 544015 [zone=normal color=blue max_drones=2]
hub: Zeisigstra_e 51068 544006 [zone=normal color=blue max_drones=2]
hub: Bibersteige_3 51067 543998 [zone=normal color=blue max_drones=2]
hub: Elsternweg 51073 544002 [zone=normal color=blue max_drones=2]
hub: Habichtstra_e_2 51085 544000 [zone=normal color=blue max_drones=2]
hub: Bussardstra_e_2 51078 544008 [zone=normal color=blue max_drones=2]
hub: Staffelstra_e 51073 544014 [zone=normal color=blue max_drones=2]
hub: Habichtstra_e_3 51086 544006 [zone=normal color=blue max_drones=2]
hub: Bussardstra_e_3 51080 543999 [zone=normal color=blue max_drones=2]
hub: Habichtstra_e_4 51086 544007 [zone=normal color=blue max_drones=2]
hub: Hahnen_ckerstra_e_5 51098 543996 [zone=normal color=blue max_drones=2]
hub: Habichtstra_e_5 51088 544012 [zone=normal color=blue max_drones=2]
hub: Horkheimer_Stra_e_15 51322 544861 [zone=normal color=blue max_drones=2]
hub: Am_Wasserturm_9 51118 544861 [zone=normal color=blue max_drones=2]
hub: Karl_Betz_Stra_e 51744 544636 [zone=normal color=blue max_drones=2]
hub: J_gerhausstra_e_13 51830 544639 [zone=normal color=blue max_drones=2]
hub: Schlossstra_e_10 50827 544152 [zone=normal color=blue max_drones=10]
hub: Schulthei_Hammer_Stra_e 50828 544146 [zone=normal color=blue max_drones=2]
hub: Schlossstra_e_11 50811 544144 [zone=normal color=blue max_drones=10]
hub: Falltorstra_e 50828 544118 [zone=normal color=blue max_drones=2]
hub: Dr_Hoffmann_Stra_e 50822 544117 [zone=normal color=blue max_drones=2]
hub: Falltorstra_e_2 50831 544108 [zone=normal color=blue max_drones=2]
hub: Deutschritterstra_e_3 50849 544122 [zone=normal color=blue max_drones=2]
hub: Gustav_Lohmiller_Stra_e 50816 544110 [zone=normal color=blue max_drones=2]
hub: Dr_Hoffmann_Stra_e_2 50815 544114 [zone=normal color=blue max_drones=2]
hub: Eichh_user_Stra_e_2 50824 544101 [zone=normal color=blue max_drones=2]
hub: Gustav_Lohmiller_Stra_e_2 50810 544106 [zone=normal color=blue max_drones=2]
hub: Anton_B_hler_Stra_e 50844 544176 [zone=normal color=blue max_drones=2]
hub: Wormser_Stra_e_2 50773 544155 [zone=normal color=blue max_drones=2]
hub: Bensheimer_Stra_e 50776 544146 [zone=normal color=blue max_drones=2]
hub: Am_Teuerbr_nnle 50772 544161 [zone=normal color=blue max_drones=2]
hub: Wormser_Stra_e_3 50784 544156 [zone=normal color=blue max_drones=2]
hub: Wormser_Stra_e_4 50761 544148 [zone=normal color=blue max_drones=2]
hub: Austra_e_14 51579 544170 [zone=normal color=blue max_drones=2]
hub: Austra_e_15 51591 544175 [zone=normal color=blue max_drones=5]
hub: Haus_ckerweg 51209 544466 [zone=normal color=blue max_drones=2]
hub: Haus_ckerweg_2 51219 544456 [zone=normal color=blue max_drones=5]
hub: Kauffmannstra_e_12 51602 544784 [zone=normal color=blue max_drones=2]
hub: S_lmerm_hlstra_e 51608 544551 [zone=normal color=blue max_drones=2]
hub: Badener_Stra_e_12 51804 544688 [zone=normal color=blue max_drones=2]
hub: Badener_Stra_e_13 51814 544686 [zone=normal color=blue max_drones=2]
hub: Badener_Stra_e_14 51818 544687 [zone=normal color=blue max_drones=2]
hub: Badener_Stra_e_15 51806 544682 [zone=normal color=blue max_drones=2]
hub: Badener_Stra_e_16 51816 544679 [zone=normal color=blue max_drones=2]
hub: Badener_Stra_e_17 51809 544676 [zone=normal color=blue max_drones=2]
hub: J_rgstra_e_3 51645 544439 [zone=normal color=blue max_drones=2]
hub: Raabeweg 51648 544431 [zone=normal color=blue max_drones=2]
hub: K_ferflugstra_e_4 51649 544453 [zone=normal color=blue max_drones=2]
hub: K_ferflugstra_e_5 51652 544451 [zone=normal color=blue max_drones=2]
hub: K_ferflugstra_e_6 51642 544457 [zone=normal color=blue max_drones=2]
hub: Badener_Stra_e_18 51825 544669 [zone=normal color=blue max_drones=2]
hub: Badener_Stra_e_19 51817 544658 [zone=normal color=blue max_drones=2]
hub: J_rgstra_e_4 51646 544425 [zone=normal color=blue max_drones=2]
hub: R_ntgenstra_e_2 51757 544670 [zone=normal color=blue max_drones=2]
hub: Schoettlestra_e_2 51544 544671 [zone=normal color=blue max_drones=2]
hub: Schoettlestra_e_3 51536 544670 [zone=normal color=blue max_drones=2]
hub: Rosenbergstra_e_8 51562 544663 [zone=normal color=blue max_drones=10]
hub: Rosenbergstra_e_9 51563 544662 [zone=normal color=blue max_drones=10]
hub: Georg_Vogel_Stra_e_6 51457 544553 [zone=normal color=blue max_drones=10]
hub: Klingenberger_Stra_e_5 51395 544695 [zone=normal color=blue max_drones=2]
hub: Charlottenstra_e_15 51578 544838 [zone=normal color=blue max_drones=5]
hub: Max_Planck_Stra_e_28 51582 544829 [zone=normal color=blue max_drones=2]
hub: Charlottenstra_e_16 51567 544878 [zone=normal color=blue max_drones=5]
hub: Brackenheimer_Stra_e_7 51443 544790 [zone=normal color=blue max_drones=10]
hub: John_F_Kennedy_Stra_e_3 51594 544784 [zone=normal color=blue max_drones=2]
hub: Hans_Seyfer_Stra_e_3 51574 544414 [zone=normal color=blue max_drones=2]
hub: Rosenau 51570 544658 [zone=normal color=blue max_drones=2]
hub: Deutschritterstra_e_4 50831 544129 [zone=normal color=blue max_drones=2]
hub: Deutschritterstra_e_5 50834 544129 [zone=normal color=blue max_drones=2]
hub: Karl_W_st_Stra_e_3 51639 544305 [zone=normal color=blue max_drones=10]
hub: Karl_W_st_Stra_e_4 51604 544297 [zone=normal color=blue max_drones=10]
hub: R_telstra_e_2 51607 544274 [zone=normal color=blue max_drones=2]
hub: Sch_nbeinstra_e 51610 544277 [zone=normal color=blue max_drones=2]
hub: R_telstra_e_3 51598 544274 [zone=normal color=blue max_drones=2]
hub: Sch_nbeinstra_e_2 51625 544288 [zone=normal color=blue max_drones=2]
hub: Binswanger_Stra_e_5 51652 544396 [zone=normal color=blue max_drones=5]
hub: Binswanger_Stra_e_6 51665 544356 [zone=normal color=blue max_drones=2]
hub: Kreuzenstra_e_10 51641 544394 [zone=normal color=blue max_drones=2]
hub: Kreuzenstra_e_11 51633 544424 [zone=normal color=blue max_drones=2]
hub: Raffeltersteige_2 51720 544457 [zone=normal color=blue max_drones=2]
hub: Raffeltersteige_3 51717 544463 [zone=normal color=blue max_drones=2]
hub: Raffeltersteige_4 51725 544463 [zone=normal color=blue max_drones=2]
hub: Solothurner_Stra_e 51616 544682 [zone=normal color=blue max_drones=2]
hub: Werderstra_e_4 51615 544694 [zone=normal color=blue max_drones=2]
hub: Alter_M_hlweg 50839 544155 [zone=normal color=blue max_drones=2]
hub: Paul_Gerhardt_Stra_e_4 50865 544117 [zone=normal color=blue max_drones=2]
hub: Albert_Schweitzer_Stra_e 50855 544114 [zone=normal color=blue max_drones=2]
hub: Dr_Hoffmann_Stra_e_3 50804 544112 [zone=normal color=blue max_drones=2]
hub: Dr_Hoffmann_Stra_e_4 50807 544113 [zone=normal color=blue max_drones=2]
hub: Kirchsteige 51416 544691 [zone=normal color=blue max_drones=2]
hub: S_dstra_e_6 51653 544684 [zone=normal color=blue max_drones=10]
hub: S_dstra_e_7 51575 544668 [zone=normal color=blue max_drones=10]
hub: S_dstra_e_8 51633 544682 [zone=normal color=blue max_drones=10]
hub: Uhlandstra_e_8 51623 544682 [zone=normal color=blue max_drones=10]
hub: Staufenbergstra_e_11 51563 544882 [zone=normal color=blue max_drones=2]
hub: Staufenbergstra_e_12 51560 544881 [zone=normal color=blue max_drones=2]
hub: Frida_Schuhmacher_Stra_e_3 51433 544261 [zone=normal color=blue max_drones=2]
hub: Paul_Weitbrecht_Stra_e 51431 544255 [zone=normal color=blue max_drones=2]
hub: Frida_Schuhmacher_Stra_e_4 51426 544262 [zone=normal color=blue max_drones=2]
hub: Wilhelm_Sch_ffer_Stra_e_8 51425 544274 [zone=normal color=blue max_drones=2]
hub: Frida_Schuhmacher_Stra_e_5 51418 544262 [zone=normal color=blue max_drones=2]
hub: Wilhelm_Sch_ffer_Stra_e_9 51429 544274 [zone=normal color=blue max_drones=2]
hub: Bodelschwinghstra_e_5 51430 544279 [zone=normal color=blue max_drones=2]
hub: Wilhelm_Sch_ffer_Stra_e_10 51428 544266 [zone=normal color=blue max_drones=2]
hub: Feurerstra_e_4 51410 544283 [zone=normal color=blue max_drones=2]
hub: Paul_Weitbrecht_Stra_e_2 51417 544258 [zone=normal color=blue max_drones=2]
hub: Frida_Schuhmacher_Stra_e_6 51423 544262 [zone=normal color=blue max_drones=2]
hub: Paul_Weitbrecht_Stra_e_3 51426 544258 [zone=normal color=blue max_drones=2]
hub: Wilhelm_Sch_ffer_Stra_e_11 51432 544265 [zone=normal color=blue max_drones=2]
hub: Paul_Weitbrecht_Stra_e_4 51425 544255 [zone=normal color=blue max_drones=2]
hub: Paul_Weitbrecht_Stra_e_5 51416 544254 [zone=normal color=blue max_drones=2]
hub: Paul_Weitbrecht_Stra_e_6 51430 544254 [zone=normal color=blue max_drones=2]
hub: Paul_Weitbrecht_Stra_e_7 51414 544254 [zone=normal color=blue max_drones=2]
hub: Elbinger_Stra_e_4 51454 544400 [zone=normal color=blue max_drones=2]
hub: Robert_Koch_Stra_e 51776 544683 [zone=normal color=blue max_drones=2]
hub: Kehrh_ttenstra_e_6 51010 544018 [zone=normal color=blue max_drones=2]
hub: Kehrh_ttenstra_e_7 51000 544008 [zone=normal color=blue max_drones=2]
hub: Adolf_Grimme_Stra_e 51017 544020 [zone=normal color=blue max_drones=2]
hub: Elise_He_Stra_e 51005 544043 [zone=normal color=blue max_drones=2]
hub: Kehrh_ttenstra_e_8 50996 544010 [zone=normal color=blue max_drones=2]
hub: Kehrh_ttenstra_e_9 50992 544013 [zone=normal color=blue max_drones=2]
hub: Schulbrunnenstra_e 50854 544183 [zone=normal color=blue max_drones=2]
hub: Schulbrunnenstra_e_2 50856 544183 [zone=normal color=blue max_drones=2]
hub: Passauer_Stra_e 51188 544347 [zone=normal color=blue max_drones=2]
hub: Kirchhausener_Stra_e 51193 544349 [zone=normal color=blue max_drones=2]
hub: Augsburger_Stra_e 51184 544352 [zone=normal color=blue max_drones=2]
hub: Kirchhausener_Stra_e_2 51191 544354 [zone=normal color=blue max_drones=2]
hub: Kirchhausener_Stra_e_3 51192 544360 [zone=normal color=blue max_drones=2]
hub: Regensburger_Stra_e 51183 544359 [zone=normal color=blue max_drones=2]
hub: Wormser_Stra_e_5 50757 544134 [zone=normal color=blue max_drones=2]
hub: Bensheimer_Stra_e_2 50761 544134 [zone=normal color=blue max_drones=2]
hub: Wormser_Stra_e_6 50756 544136 [zone=normal color=blue max_drones=2]
hub: Wormser_Stra_e_7 50758 544143 [zone=normal color=blue max_drones=2]
hub: Wormser_Stra_e_8 50787 544156 [zone=normal color=blue max_drones=2]
hub: Asperger_Stra_e 50788 544160 [zone=normal color=blue max_drones=2]
hub: Wormser_Stra_e_9 50799 544158 [zone=normal color=blue max_drones=2]
hub: Marburger_Stra_e 50800 544153 [zone=normal color=blue max_drones=2]
hub: Wormser_Stra_e_10 50809 544161 [zone=normal color=blue max_drones=2]
hub: Wormser_Stra_e_11 50826 544166 [zone=normal color=blue max_drones=2]
hub: Wormser_Stra_e_12 50828 544160 [zone=normal color=blue max_drones=2]
hub: Wormser_Stra_e_13 50825 544172 [zone=normal color=blue max_drones=2]
hub: Bensheimer_Stra_e_3 50768 544134 [zone=normal color=blue max_drones=2]
hub: Bensheimer_Stra_e_4 50772 544135 [zone=normal color=blue max_drones=2]
hub: Aachener_Stra_e 50766 544143 [zone=normal color=blue max_drones=2]
hub: Aachener_Stra_e_2 50762 544143 [zone=normal color=blue max_drones=2]
hub: Wertheimer_Stra_e 50750 544135 [zone=normal color=blue max_drones=2]
hub: Am_Teuerbr_nnle_2 50817 544182 [zone=normal color=blue max_drones=2]
hub: Am_Teuerbr_nnle_3 50817 544186 [zone=normal color=blue max_drones=2]
hub: Am_Teuerbr_nnle_4 50811 544183 [zone=normal color=blue max_drones=2]
hub: Am_Teuerbr_nnle_5 50823 544183 [zone=normal color=blue max_drones=2]
hub: Mainzer_Stra_e 50818 544178 [zone=normal color=blue max_drones=2]
hub: Am_Teuerbr_nnle_6 50800 544178 [zone=normal color=blue max_drones=2]
hub: Wittumweg 50803 544173 [zone=normal color=blue max_drones=2]
hub: Asperger_Stra_e_2 50806 544165 [zone=normal color=blue max_drones=2]
hub: Wittumweg_2 50804 544170 [zone=normal color=blue max_drones=2]
hub: Schlossstra_e_12 50807 544141 [zone=normal color=blue max_drones=10]
hub: Stra_burger_Stra_e 50786 544147 [zone=normal color=blue max_drones=2]
hub: Stra_burger_Stra_e_2 50789 544140 [zone=normal color=blue max_drones=2]
hub: Mainzer_Stra_e_2 50833 544178 [zone=normal color=blue max_drones=2]
hub: Mainzer_Stra_e_3 50831 544179 [zone=normal color=blue max_drones=2]
hub: Mainzer_Stra_e_4 50830 544183 [zone=normal color=blue max_drones=2]
hub: Mainzer_Stra_e_5 50818 544177 [zone=normal color=blue max_drones=2]
hub: Am_Teuerbr_nnle_7 50827 544185 [zone=normal color=blue max_drones=2]
hub: Am_Teuerbr_nnle_8 50830 544190 [zone=normal color=blue max_drones=2]
hub: Mainzer_Stra_e_6 50834 544184 [zone=normal color=blue max_drones=2]
hub: denburger_Stra_e 51309 544383 [zone=normal color=blue max_drones=2]
hub: R_merweg_2 51246 544366 [zone=normal color=blue max_drones=2]
hub: Einsteinstra_e_8 51781 544699 [zone=normal color=blue max_drones=2]
hub: Jagststra_e 51566 544346 [zone=normal color=blue max_drones=2]
hub: Michael_Vehe_Stra_e_3 51019 544072 [zone=normal color=blue max_drones=2]
hub: Thomas_Mann_Stra_e 51022 544072 [zone=normal color=blue max_drones=2]
hub: Franz_Werfel_Stra_e 51022 544068 [zone=normal color=blue max_drones=2]
hub: Michael_Vehe_Stra_e_4 51034 544060 [zone=normal color=blue max_drones=2]
hub: Ringstra_e 51033 544056 [zone=normal color=blue max_drones=2]
hub: Michael_Vehe_Stra_e_5 51041 544058 [zone=normal color=blue max_drones=2]
hub: Michael_Vehe_Stra_e_6 51028 544061 [zone=normal color=blue max_drones=2]
hub: Gerhart_Hauptmann_Stra_e 51044 544061 [zone=normal color=blue max_drones=2]
hub: Michael_Vehe_Stra_e_7 51045 544054 [zone=normal color=blue max_drones=2]
hub: Maustalstra_e 51057 544047 [zone=normal color=blue max_drones=2]
hub: Ringstra_e_2 51030 544041 [zone=normal color=blue max_drones=2]
hub: Ringstra_e_3 51023 544049 [zone=normal color=blue max_drones=2]
hub: Ringstra_e_4 51021 544046 [zone=normal color=blue max_drones=2]
hub: Bert_Brecht_Stra_e 51017 544047 [zone=normal color=blue max_drones=2]
hub: Nelkenweg 51029 544050 [zone=normal color=blue max_drones=2]
hub: Karl_May_Stra_e 51038 544041 [zone=normal color=blue max_drones=2]
